#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega
 9202   28   18    3     0    9     909.5   1.0000
 9203   28   18    4     0   12     892.1   1.0000
 9204   28   19    1     0    1    7710.8   0.1479
 9205   28   19    1     0    2    7728.6   0.2959
 9206   28   19    1     1    5     127.0   0.0652
 9207   28   19    1     1    6     127.0   0.1304
 9208   28   19    2     0    5     130.5   0.3333
 9209   28   19    2     0    6     148.0   0.6667
 9210   28   20    1     0    1    7732.1   0.1913
 9211   28   20    1     0    2    7732.1   0.2870
 9212   28   20    1     1    5     102.0   0.0895
 9213   28   20    1     1    6     102.0   0.1343
 9214   28   20    2     0    5     127.0   0.4000
 9215   28   20    2     0    6     127.0   0.6000
 9216   28   21    1     0    1    7732.1   0.2596
 9217   28   21    1     0    2    7732.1   0.2596
 9218   28   21    1     1    5      44.0   0.1321
 9219   28   21    1     1    6      44.0   0.1321
 9220   28   21    2     0    5     102.0   0.5000
 9221   28   21    2     0    6     102.0   0.5000
 9222   28   22    1     0    1    7700.2   0.3797
 9223   28   22    1     0    2    7700.2   0.1898
 9224   28   22    1     1    5      45.0   0.2191
 9225   28   22    1     1    6     162.0   0.1096
 9226   28   22    2     0    5      44.0   0.6667
 9227   28   22    2     0    6      44.0   0.3333
 9228   28   23    1     0    1    7691.3   0.6355
 9229   28   23    1     1    5      47.0   0.4535
 9230   28   23    2     0    5      45.0   1.0000
 9231   28   24    1     0    1    7677.1   0.5836
 9232   28   24    1     1    5     164.0   0.2389
 9233   28   24    2     0    5      47.0   1.0000
 9234   29    1    1     0    1    8027.9   0.1311
 9235   29    1    1     0    2    8048.2   0.2621
 9236   29    1    1     0    3    8902.3   0.0166
 9237   29    1    1     0    4    8906.4   0.0332
 9238   29    1    1     1    7    1026.6   0.0002
 9239   29    1    1     1    8    1029.9   0.0003
 9240   29    1    1     2    8    1039.0   0.0001
 9241   29    1    1     0    9     831.0   0.0001
 9242   29    1    1     1    9     842.0   0.0001
 9243   29    1    1     2    9     853.1   0.0001
 9244   29    1    1     3    9     864.2   0.0001
 9245   29    1    1     0   10     947.5   0.0036
 9246   29    1    1     1   10     974.8   0.0031
 9247   29    1    1     2   10     995.2   0.0027
 9248   29    1    1     3   10    1012.0   0.0017
 9249   29    1    1     4   10    1026.1   0.0010
 9250   29    1    1     5   10    1040.2   0.0003
 9251   29    1    1     6   10    1042.1   0.0001
 9252   29    1    1     0   12     811.0   0.0002
 9253   29    1    1     1   12     822.1   0.0002
 9254   29    1    1     2   12     832.9   0.0002
 9255   29    1    1     3   12     843.9   0.0001
 9256   29    1    1     4   12     855.1   0.0001
 9257   29    1    1     0   13     927.7   0.0013
 9258   29    1    1     1   13     954.8   0.0012
 9259   29    1    1     2   13     975.2   0.0010
 9260   29    1    1     3   13     992.0   0.0006
 9261   29    1    1     4   13    1006.0   0.0004
 9262   29    1    1     5   13    1020.0   0.0001
 9263   29    1    1     0   14     927.7   0.0121
 9264   29    1    1     1   14     954.8   0.0109
 9265   29    1    1     2   14     975.2   0.0090
 9266   29    1    1     3   14     992.0   0.0056
 9267   29    1    1     4   14    1006.0   0.0036
 9268   29    1    1     5   14    1020.0   0.0012
 9269   29    1    1     6   14    1022.1   0.0003
 9270   29    1    1     7   16      42.6   0.0007
 9271   29    1    1     7   17      46.0   0.0018
 9272   29    1    1     6   18     100.4   0.0180
 9273   29    1    1     7   18     100.4   0.0064
 9274   29    1    1     8   18      93.4   0.0007
 9275   29    1    1     5   20     107.0   0.0015
 9276   29    1    1     6   20      97.0   0.0032
 9277   29    1    1     7   20      97.0   0.0025
 9278   29    1    1     8   20      90.0   0.0001
 9279   29    1    1     5   21     107.0   0.0140
 9280   29    1    1     6   21      97.0   0.0266
 9281   29    1    1     7   21     124.0   0.0254
 9282   29    1    1     8   21     150.0   0.0018
 9283   29    1    2     0    7    1019.8   0.0009
 9284   29    1    2     0    8    1023.1   0.0019
 9285   29    1    2     1    9     842.0   0.0002
 9286   29    1    2     2    9     853.1   0.0001
 9287   29    1    2     3    9     864.2   0.0001
 9288   29    1    2     1   10     974.8   0.0058
 9289   29    1    2     2   10     995.2   0.0020
 9290   29    1    2     3   10    1012.0   0.0011
 9291   29    1    2     1   12     822.1   0.0004
 9292   29    1    2     2   12     832.9   0.0001
 9293   29    1    2     3   12     843.9   0.0001
 9294   29    1    2     1   13     954.8   0.0022
 9295   29    1    2     2   13     975.2   0.0007
 9296   29    1    2     3   13     992.0   0.0004
 9297   29    1    2     1   14     954.8   0.0201
 9298   29    1    2     2   14     975.2   0.0058
 9299   29    1    2     3   14     992.0   0.0035
 9300   29    1    2     6   18     100.4   0.0015
 9301   29    1    2     5   20     107.0   0.0010
 9302   29    1    2     6   20      97.0   0.0004
 9303   29    1    2     5   21     107.0   0.0084
 9304   29    1    2     6   21      97.0   0.0029
 9305   29    1    3     0    9     831.0   0.0009
 9306   29    1    3     0   10     947.5   0.0273
 9307   29    1    4     0   12     811.0   0.0008
 9308   29    1    4     0   13     927.7   0.0051
 9309   29    1    4     0   14     927.7   0.0462
 9310   29    1    5     1   21      85.7   0.0001
 9311   29    1    6     0   18      72.9   0.0001
 9312   29    1    7     0   21      69.6   0.0001
 9313   29    2    1     0    1    8040.8   0.1312
 9314   29    2    1     0    2    8059.3   0.2623
 9315   29    2    1     0    3    8924.8   0.0166
 9316   29    2    1     0    4    8928.9   0.0333
 9317   29    2    1     1    7    1035.6   0.0002
 9318   29    2    1     2    7    1045.7   0.0001
 9319   29    2    1     1    8    1039.0   0.0004
 9320   29    2    1     2    8    1049.1   0.0001
 9321   29    2    1     0    9     842.0   0.0001
 9322   29    2    1     1    9     853.1   0.0001
 9323   29    2    1     2    9     864.2   0.0001
 9324   29    2    1     3    9     875.2   0.0001
 9325   29    2    1     4    9     886.1   0.0001
 9326   29    2    1     0   10     974.8   0.0036
 9327   29    2    1     1   10     995.2   0.0031
 9328   29    2    1     2   10    1012.0   0.0027
 9329   29    2    1     3   10    1026.1   0.0018
 9330   29    2    1     4   10    1040.2   0.0011
 9331   29    2    1     5   10    1042.1   0.0001
 9332   29    2    1     0   12     822.1   0.0002
 9333   29    2    1     1   12     832.9   0.0002
 9334   29    2    1     2   12     843.9   0.0002
 9335   29    2    1     3   12     855.1   0.0001
 9336   29    2    1     4   12     866.0   0.0001
 9337   29    2    1     0   13     954.8   0.0014
 9338   29    2    1     1   13     975.2   0.0012
 9339   29    2    1     2   13     992.0   0.0010
 9340   29    2    1     3   13    1006.0   0.0007
 9341   29    2    1     4   13    1020.0   0.0005
 9342   29    2    1     0   14     954.8   0.0122
 9343   29    2    1     1   14     975.2   0.0110
 9344   29    2    1     2   14     992.0   0.0092
 9345   29    2    1     3   14    1006.0   0.0062
 9346   29    2    1     4   14    1020.0   0.0041
 9347   29    2    1     5   14    1022.1   0.0006
 9348   29    2    1     6   16      42.6   0.0011
 9349   29    2    1     6   17      46.0   0.0022
 9350   29    2    1     5   18     100.4   0.0515
 9351   29    2    1     6   18     100.4   0.0071
 9352   29    2    1     7   18      93.4   0.0001
 9353   29    2    1     4   20     107.0   0.0172
 9354   29    2    1     5   20      97.0   0.0107
 9355   29    2    1     6   20      97.0   0.0029
 9356   29    2    1     4   21     107.0   0.1450
 9357   29    2    1     5   21      97.0   0.0930
 9358   29    2    1     6   21     124.0   0.0275
 9359   29    2    1     7   21     150.0   0.0002
 9360   29    2    2     0    7    1026.6   0.0011
 9361   29    2    2     0    8    1029.9   0.0023
 9362   29    2    2     1    9     853.1   0.0002
 9363   29    2    2     2    9     864.2   0.0001
 9364   29    2    2     1   10     995.2   0.0067
 9365   29    2    2     2   10    1012.0   0.0021
 9366   29    2    2     1   12     832.9   0.0005
 9367   29    2    2     2   12     843.9   0.0001
 9368   29    2    2     1   13     975.2   0.0026
 9369   29    2    2     2   13     992.0   0.0007
 9370   29    2    2     1   14     975.2   0.0235
 9371   29    2    2     2   14     992.0   0.0057
 9372   29    2    2     4   20     107.0   0.0039
 9373   29    2    2     4   21     107.0   0.0331
 9374   29    2    3     0    9     842.0   0.0009
 9375   29    2    3     0   10     974.8   0.0274
 9376   29    2    4     0   12     822.1   0.0008
 9377   29    2    4     0   13     954.8   0.0051
 9378   29    2    4     0   14     954.8   0.0463
 9379   29    2    4     1   21      95.2   0.0001
 9380   29    2    5     1   21      95.2   0.0001
 9381   29    2    6     0   18      89.0   0.0001
 9382   29    2    7     0   21      85.7   0.0001
 9383   29    3    1     0    1    8053.8   0.1313
 9384   29    3    1     0    2    8074.2   0.2625
 9385   29    3    1     0    3    8951.6   0.0166
 9386   29    3    1     0    4    8953.6   0.0333
 9387   29    3    1     1    7    1045.7   0.0002
 9388   29    3    1     2    7    1055.6   0.0001
 9389   29    3    1     1    8    1049.1   0.0005
 9390   29    3    1     2    8    1059.0   0.0001
 9391   29    3    1     0    9     853.1   0.0001
 9392   29    3    1     1    9     864.2   0.0001
 9393   29    3    1     2    9     875.2   0.0001
 9394   29    3    1     3    9     886.1   0.0001
 9395   29    3    1     0   10     995.2   0.0039
 9396   29    3    1     1   10    1012.0   0.0035
 9397   29    3    1     2   10    1026.1   0.0031
 9398   29    3    1     3   10    1040.2   0.0026
 9399   29    3    1     4   10    1042.1   0.0005

 9400   29    3    1     0   12     832.9   0.0002
 9401   29    3    1     1   12     843.9   0.0002
 9402   29    3    1     2   12     855.1   0.0002
 9403   29    3    1     3   12     866.0   0.0002
 9404   29    3    1     4   12     878.0   0.0001
 9405   29    3    1     0   13     975.2   0.0016
 9406   29    3    1     1   13     992.0   0.0014
 9407   29    3    1     2   13    1006.0   0.0012
 9408   29    3    1     3   13    1020.0   0.0010
 9409   29    3    1     4   13    1022.1   0.0003
 9410   29    3    1     0   14     975.2   0.0116
 9411   29    3    1     1   14     992.0   0.0104
 9412   29    3    1     2   14    1006.0   0.0092
 9413   29    3    1     3   14    1020.0   0.0071
 9414   29    3    1     4   14    1022.1   0.0022
 9415   29    3    1     5   16      42.6   0.0046
 9416   29    3    1     5   17      46.0   0.0088
 9417   29    3    1     4   18     100.4   0.0980
 9418   29    3    1     5   18     100.4   0.0304
 9419   29    3    1     6   18      93.4   0.0005
 9420   29    3    1     3   20     107.0   0.0264
 9421   29    3    1     4   20      97.0   0.0234
 9422   29    3    1     5   20      97.0   0.0136
 9423   29    3    1     6   20      90.0   0.0002
 9424   29    3    1     7   20      84.0   0.0001
 9425   29    3    1     3   21     107.0   0.1855
 9426   29    3    1     4   21      97.0   0.1577
 9427   29    3    1     5   21     124.0   0.0915
 9428   29    3    1     6   21     150.0   0.0014
 9429   29    3    2     0    6     159.0   0.0001
 9430   29    3    2     0    7    1035.6   0.0014
 9431   29    3    2     0    8    1039.0   0.0027
 9432   29    3    2     1    9     864.2   0.0003
 9433   29    3    2     1   10    1012.0   0.0074
 9434   29    3    2     1   12     843.9   0.0006
 9435   29    3    2     2   12     855.1   0.0002
 9436   29    3    2     1   13     992.0   0.0032
 9437   29    3    2     2   13    1006.0   0.0009
 9438   29    3    2     1   14     992.0   0.0242
 9439   29    3    2     2   14    1006.0   0.0063
 9440   29    3    2     3   17      47.0   0.0001
 9441   29    3    2     4   18     100.4   0.0003
 9442   29    3    2     3   20     107.0   0.0336
 9443   29    3    2     4   20      97.0   0.0013
 9444   29    3    2     2   21     104.1   0.0001
 9445   29    3    2     3   21     107.0   0.2237
 9446   29    3    2     4   21      97.0   0.0096
 9447   29    3    3     0    9     853.1   0.0009
 9448   29    3    3     0   10     995.2   0.0298
 9449   29    3    4     0   12     832.9   0.0009
 9450   29    3    4     0   13     975.2   0.0059
 9451   29    3    4     0   14     975.2   0.0443
 9452   29    3    4     1   21     100.9   0.0001
 9453   29    3    5     1   21     100.9   0.0001
 9454   29    3    6     0   18      98.5   0.0001
 9455   29    3    7     0   21      95.2   0.0001
 9456   29    4    1     0    1    8068.6   0.1314
 9457   29    4    1     0    2    8087.2   0.2627
 9458   29    4    1     0    3    8976.4   0.0166
 9459   29    4    1     0    4    8978.4   0.0333
 9460   29    4    1     1    7    1055.6   0.0003
 9461   29    4    1     2    7    1065.6   0.0001
 9462   29    4    1     1    8    1059.0   0.0005
 9463   29    4    1     2    8    1069.1   0.0002
 9464   29    4    1     0    9     864.2   0.0001
 9465   29    4    1     1    9     875.2   0.0001
 9466   29    4    1     2    9     886.1   0.0002
 9467   29    4    1     3    9     898.3   0.0001
 9468   29    4    1     0   10    1012.0   0.0043
 9469   29    4    1     1   10    1026.1   0.0041
 9470   29    4    1     2   10    1040.2   0.0047
 9471   29    4    1     3   10    1042.1   0.0019
 9472   29    4    1     4   10    1053.2   0.0002
 9473   29    4    1     0   12     843.9   0.0003
 9474   29    4    1     1   12     855.1   0.0003
 9475   29    4    1     2   12     866.0   0.0003
 9476   29    4    1     3   12     878.0   0.0002
 9477   29    4    1     0   13     992.0   0.0018
 9478   29    4    1     1   13    1006.0   0.0016
 9479   29    4    1     2   13    1020.0   0.0018
 9480   29    4    1     3   13    1022.1   0.0010
 9481   29    4    1     4   13    1033.0   0.0001
 9482   29    4    1     0   14     992.0   0.0108
