 ======================================================================================
      i NZ NE iSLP iLV iCONF                 E(RYD)      TE(RYD)   gi     EQN    RL(NS)
 ======================================================================================
     56  2  1  200   1 () 1s           -4.00000E+00  0.00000E+00  2.0  1.0000  1.00E+30
     57  2  1  200   2 () 2s           -1.00000E+00  3.00000E+00  2.0  2.0000  1.00E+30
     58  2  1  200   3 () 3s           -4.44444E-01  3.55556E+00  2.0  3.0000  9.90E+00
     59  2  1  200   4 () 4s           -2.50000E-01  3.75000E+00  2.0  4.0000  1.42E+01
     60  2  1  200   5 () 5s           -1.60000E-01  3.84000E+00  2.0  5.0000  2.20E+01
     61  2  1  200   6 () 6s           -1.11111E-01  3.88889E+00  2.0  6.0000  3.34E+01
     62  2  1  200   7 () 7s           -8.16326E-02  3.91837E+00  2.0  7.0000  4.89E+01
     63  2  1  200   8 () 8s           -6.25000E-02  3.93750E+00  2.0  8.0000  6.91E+01
     64  2  1  200   9 () 9s           -4.93827E-02  3.95062E+00  2.0  9.0000  9.45E+01
     65  2  1  200  10 ()10s           -4.00000E-02  3.96000E+00  2.0 10.0000  1.26E+02
     66  2  1  211   1 () 2p           -1.00000E+00  3.00000E+00  6.0  2.0000  9.98E-02
     67  2  1  211   2 () 3p           -4.44444E-01  3.55556E+00  6.0  3.0000  3.30E-01
     68  2  1  211   3 () 4p           -2.50000E-01  3.75000E+00  6.0  4.0000  7.68E-01
     69  2  1  211   4 () 5p           -1.60000E-01  3.84000E+00  6.0  5.0000  1.49E+00
     70  2  1  211   5 () 6p           -1.11111E-01  3.88889E+00  6.0  6.0000  2.55E+00
     71  2  1  211   6 () 7p           -8.16326E-02  3.91837E+00  6.0  7.0000  4.03E+00
     72  2  1  211   7 () 8p           -6.25000E-02  3.93750E+00  6.0  8.0000  5.99E+00
     73  2  1  211   8 () 9p           -4.93827E-02  3.95062E+00  6.0  9.0000  8.51E+00
     74  2  1  211   9 ()10p           -4.00000E-02  3.96000E+00  6.0 10.0000  1.16E+01
     75  2  1  220   1 () 3d           -4.44444E-01  3.55556E+00 10.0  3.0000  9.65E-01
     76  2  1  220   2 () 4d           -2.50000E-01  3.75000E+00 10.0  4.0000  2.26E+00
     77  2  1  220   3 () 5d           -1.60000E-01  3.84000E+00 10.0  5.0000  4.36E+00
     78  2  1  220   4 () 6d           -1.11111E-01  3.88889E+00 10.0  6.0000  7.43E+00
     79  2  1  220   5 () 7d           -8.16326E-02  3.91837E+00 10.0  7.0000  1.17E+01
     80  2  1  220   6 () 8d           -6.25000E-02  3.93750E+00 10.0  8.0000  1.74E+01
     81  2  1  220   7 () 9d           -4.93827E-02  3.95062E+00 10.0  9.0000  2.46E+01
     82  2  1  220   8 ()10d           -4.00000E-02  3.96000E+00 10.0 10.0000  3.36E+01
     83  2  1  231   1 () 4f           -2.50000E-01  3.75000E+00 14.0  4.0000  4.52E+00
     84  2  1  231   2 () 5f           -1.60000E-01  3.84000E+00 14.0  5.0000  8.76E+00
     85  2  1  231   3 () 6f           -1.11111E-01  3.88889E+00 14.0  6.0000  1.50E+01
     86  2  1  231   4 () 7f           -8.16326E-02  3.91837E+00 14.0  7.0000  2.36E+01
     87  2  1  231   5 () 8f           -6.25000E-02  3.93750E+00 14.0  8.0000  3.49E+01
     88  2  1  231   6 () 9f           -4.93827E-02  3.95062E+00 14.0  9.0000  4.94E+01
