 ============================================================
      i NZ NE iSLP jSLP iLV jLV        gF     WL(A)   gi   gj
   1475  2  2  111  100   7   5  2.91E-02 3.419E+04  3.0  1.0
   1476  2  2  111  100   7   6  6.25E-02 6.761E+04  3.0  1.0
   1477  2  2  111  100   7   7  1.85E-01 1.618E+05  3.0  1.0
   1478  2  2  111  100   7   8  1.68E+00 1.561E+06  3.0  1.0
   1479  2  2  111  100   7   9 -1.13E+00 3.192E+05  3.0  1.0
   1480  2  2  111  100   7  10 -2.06E-01 1.719E+05  3.0  1.0
   1481  2  2  111  100   8   1  2.56E-03 5.136E+02  3.0  1.0
   1482  2  2  111  100   8   2  3.43E-03 3.286E+03  3.0  1.0
   1483  2  2  111  100   8   3  5.98E-03 8.313E+03  3.0  1.0
   1484  2  2  111  100   8   4  9.97E-03 1.669E+04  3.0  1.0
   1485  2  2  111  100   8   5  1.69E-02 3.046E+04  3.0  1.0
   1486  2  2  111  100   8   6  3.10E-02 5.443E+04  3.0  1.0
   1487  2  2  111  100   8   7  6.63E-02 1.024E+05  3.0  1.0
   1488  2  2  111  100   8   8  1.97E-01 2.368E+05  3.0  1.0
   1489  2  2  111  100   8   9  1.89E+00 2.229E+06  3.0  1.0
   1490  2  2  111  100   8  10 -1.30E+00 4.470E+05  3.0  1.0
   1491  2  2  111  100   9   1  1.86E-03 5.129E+02  3.0  1.0
   1492  2  2  111  100   9   2  2.47E-03 3.258E+03  3.0  1.0
   1493  2  2  111  100   9   3  4.22E-03 8.140E+03  3.0  1.0
   1494  2  2  111  100   9   4  6.79E-03 1.600E+04  3.0  1.0
   1495  2  2  111  100   9   5  1.09E-02 2.826E+04  3.0  1.0
   1496  2  2  111  100   9   6  1.82E-02 4.776E+04  3.0  1.0
   1497  2  2  111  100   9   7  3.29E-02 8.113E+04  3.0  1.0
   1498  2  2  111  100   9   8  7.02E-02 1.474E+05  3.0  1.0
   1499  2  2  111  100   9   9  2.08E-01 3.320E+05  3.0  1.0
   1500  2  2  111  100   9  10  2.10E+00 3.065E+06  3.0  1.0
   1501  2  2  120  111   1   1  2.13E+00 6.690E+03  5.0  3.0
   1502  2  2  120  111   1   2 -6.84E-02 8.979E+05  5.0  3.0
   1503  2  2  120  111   1   3 -4.53E-02 1.855E+04  5.0  3.0
   1504  2  2  120  111   1   4 -9.23E-03 1.276E+04  5.0  3.0
   1505  2  2  120  111   1   5 -3.52E-03 1.090E+04  5.0  3.0
   1506  2  2  120  111   1   6 -1.76E-03 1.003E+04  5.0  3.0
   1507  2  2  120  111   1   7 -1.02E-03 9.527E+03  5.0  3.0
   1508  2  2  120  111   1   8 -6.54E-04 9.212E+03  5.0  3.0
   1509  2  2  120  111   1   9 -4.46E-04 9.000E+03  5.0  3.0
   1510  2  2  120  111   2   1  3.61E-01 4.929E+03  5.0  3.0
   1511  2  2  120  111   2   2  1.95E+00 1.912E+04  5.0  3.0
   1512  2  2  120  111   2   3 -1.25E-01 2.031E+06  5.0  3.0
   1513  2  2  120  111   2   4 -1.17E-01 4.004E+04  5.0  3.0
   1514  2  2  120  111   2   5 -2.49E-02 2.611E+04  5.0  3.0
   1515  2  2  120  111   2   6 -9.72E-03 2.158E+04  5.0  3.0
   1516  2  2  120  111   2   7 -4.94E-03 1.940E+04  5.0  3.0
   1517  2  2  120  111   2   8 -2.91E-03 1.814E+04  5.0  3.0
   1518  2  2  120  111   2   9 -1.88E-03 1.733E+04  5.0  3.0
   1519  2  2  120  111   3   1  1.30E-01 4.393E+03  5.0  3.0
   1520  2  2  120  111   3   2  4.24E-01 1.298E+04  5.0  3.0
   1521  2  2  120  111   3   3  1.95E+00 4.128E+04  5.0  3.0
   1522  2  2  120  111   3   4 -1.84E-01 3.888E+06  5.0  3.0
   1523  2  2  120  111   3   5 -2.03E-01 7.367E+04  5.0  3.0
   1524  2  2  120  111   3   6 -4.46E-02 4.627E+04  5.0  3.0
   1525  2  2  120  111   3   7 -1.77E-02 3.727E+04  5.0  3.0
   1526  2  2  120  111   3   8 -9.09E-03 3.288E+04  5.0  3.0
   1527  2  2  120  111   3   9 -5.39E-03 3.032E+04  5.0  3.0
   1528  2  2  120  111   4   1  6.27E-02 4.149E+03  5.0  3.0
   1529  2  2  120  111   4   2  1.69E-01 1.106E+04  5.0  3.0
   1530  2  2  120  111   4   3  4.59E-01 2.656E+04  5.0  3.0
   1531  2  2  120  111   4   4  2.02E+00 7.595E+04  5.0  3.0
   1532  2  2  120  111   4   5 -2.35E-01 6.643E+06  5.0  3.0
   1533  2  2  120  111   4   6 -2.99E-01 1.221E+05  5.0  3.0
   1534  2  2  120  111   4   7 -6.69E-02 7.457E+04  5.0  3.0
   1535  2  2  120  111   4   8 -2.68E-02 5.885E+04  5.0  3.0
   1536  2  2  120  111   4   9 -1.39E-02 5.114E+04  5.0  3.0
   1537  2  2  120  111   5   1  3.56E-02 4.014E+03  5.0  3.0
   1538  2  2  120  111   5   2  8.67E-02 1.015E+04  5.0  3.0
   1539  2  2  120  111   5   3  1.91E-01 2.186E+04  5.0  3.0
   1540  2  2  120  111   5   4  4.90E-01 4.704E+04  5.0  3.0
   1541  2  2  120  111   5   5  2.12E+00 1.259E+05  5.0  3.0
   1542  2  2  120  111   5   6 -2.85E-01 1.048E+07  5.0  3.0
   1543  2  2  120  111   5   7 -4.02E-01 1.881E+05  5.0  3.0
   1544  2  2  120  111   5   8 -9.10E-02 1.124E+05  5.0  3.0
   1545  2  2  120  111   5   9 -3.68E-02 8.725E+04  5.0  3.0
   1546  2  2  120  111   6   1  2.23E-02 3.931E+03  5.0  3.0
   1547  2  2  120  111   6   2  5.12E-02 9.635E+03  5.0  3.0
   1548  2  2  120  111   6   3  1.01E-01 1.961E+04  5.0  3.0
   1549  2  2  120  111   6   4  2.08E-01 3.772E+04  5.0  3.0
   1550  2  2  120  111   6   5  5.21E-01 7.579E+04  5.0  3.0
   1551  2  2  120  111   6   6  2.24E+00 1.939E+05  5.0  3.0
   1552  2  2  120  111   6   7 -3.34E-01 1.558E+07  5.0  3.0
   1553  2  2  120  111   6   8 -5.09E-01 2.743E+05  5.0  3.0
   1554  2  2  120  111   6   9 -1.16E-01 1.611E+05  5.0  3.0
   1555  2  2  120  111   7   1  1.50E-02 3.876E+03  5.0  3.0
   1556  2  2  120  111   7   2  3.31E-02 9.312E+03  5.0  3.0
   1557  2  2  120  111   7   3  6.10E-02 1.832E+04  5.0  3.0
   1558  2  2  120  111   7   4  1.12E-01 3.321E+04  5.0  3.0
   1559  2  2  120  111   7   5  2.24E-01 5.954E+04  5.0  3.0
   1560  2  2  120  111   7   6  5.53E-01 1.142E+05  5.0  3.0
   1561  2  2  120  111   7   7  2.36E+00 2.828E+05  5.0  3.0
   1562  2  2  120  111   7   8 -3.82E-01 2.212E+07  5.0  3.0
   1563  2  2  120  111   7   9 -6.19E-01 3.834E+05  5.0  3.0
   1564  2  2  120  111   8   1  1.06E-02 3.838E+03  5.0  3.0
   1565  2  2  120  111   8   2  2.28E-02 9.094E+03  5.0  3.0
   1566  2  2  120  111   8   3  4.02E-02 1.749E+04  5.0  3.0
   1567  2  2  120  111   8   4  6.85E-02 3.059E+04  5.0  3.0
   1568  2  2  120  111   8   5  1.21E-01 5.162E+04  5.0  3.0
   1569  2  2  120  111   8   6  2.39E-01 8.824E+04  5.0  3.0
   1570  2  2  120  111   8   7  5.86E-01 1.636E+05  5.0  3.0
   1571  2  2  120  111   8   8  2.50E+00 3.952E+05  5.0  3.0
   1572  2  2  120  111   8   9 -4.29E-01 3.021E+07  5.0  3.0
   1573  2  2  120  111   1   1  2.13E+00 6.690E+03  5.0  3.0
   1574  2  2  120  111   1   2 -6.84E-02 8.979E+05  5.0  3.0
   1575  2  2  120  111   1   3 -4.53E-02 1.855E+04  5.0  3.0
   1576  2  2  120  111   1   4 -9.23E-03 1.276E+04  5.0  3.0
   1577  2  2  120  111   1   5 -3.52E-03 1.090E+04  5.0  3.0
   1578  2  2  120  111   1   6 -1.76E-03 1.003E+04  5.0  3.0
   1579  2  2  120  111   1   7 -1.02E-03 9.527E+03  5.0  3.0
   1580  2  2  120  111   1   8 -6.54E-04 9.212E+03  5.0  3.0
   1581  2  2  120  111   1   9 -4.46E-04 9.000E+03  5.0  3.0
   1582  2  2  120  111   2   1  3.61E-01 4.929E+03  5.0  3.0
   1583  2  2  120  111   2   2  1.95E+00 1.912E+04  5.0  3.0
   1584  2  2  120  111   2   3 -1.25E-01 2.031E+06  5.0  3.0
   1585  2  2  120  111   2   4 -1.17E-01 4.004E+04  5.0  3.0
   1586  2  2  120  111   2   5 -2.49E-02 2.611E+04  5.0  3.0
   1587  2  2  120  111   2   6 -9.72E-03 2.158E+04  5.0  3.0
   1588  2  2  120  111   2   7 -4.94E-03 1.940E+04  5.0  3.0
   1589  2  2  120  111   2   8 -2.91E-03 1.814E+04  5.0  3.0
   1590  2  2  120  111   2   9 -1.88E-03 1.733E+04  5.0  3.0
   1591  2  2  120  111   3   1  1.30E-01 4.393E+03  5.0  3.0
   1592  2  2  120  111   3   2  4.24E-01 1.298E+04  5.0  3.0
   1593  2  2  120  111   3   3  1.95E+00 4.128E+04  5.0  3.0
   1594  2  2  120  111   3   4 -1.84E-01 3.888E+06  5.0  3.0
   1595  2  2  120  111   3   5 -2.03E-01 7.367E+04  5.0  3.0
   1596  2  2  120  111   3   6 -4.46E-02 4.627E+04  5.0  3.0
   1597  2  2  120  111   3   7 -1.77E-02 3.727E+04  5.0  3.0
   1598  2  2  120  111   3   8 -9.09E-03 3.288E+04  5.0  3.0
   1599  2  2  120  111   3   9 -5.39E-03 3.032E+04  5.0  3.0
   1600  2  2  120  111   4   1  6.27E-02 4.149E+03  5.0  3.0
   1601  2  2  120  111   4   2  1.69E-01 1.106E+04  5.0  3.0
   1602  2  2  120  111   4   3  4.59E-01 2.656E+04  5.0  3.0
   1603  2  2  120  111   4   4  2.02E+00 7.595E+04  5.0  3.0
   1604  2  2  120  111   4   5 -2.35E-01 6.643E+06  5.0  3.0
   1605  2  2  120  111   4   6 -2.99E-01 1.221E+05  5.0  3.0
   1606  2  2  120  111   4   7 -6.69E-02 7.457E+04  5.0  3.0
   1607  2  2  120  111   4   8 -2.68E-02 5.885E+04  5.0  3.0
   1608  2  2  120  111   4   9 -1.39E-02 5.114E+04  5.0  3.0
   1609  2  2  120  111   5   1  3.56E-02 4.014E+03  5.0  3.0
   1610  2  2  120  111   5   2  8.67E-02 1.015E+04  5.0  3.0
   1611  2  2  120  111   5   3  1.91E-01 2.186E+04  5.0  3.0
   1612  2  2  120  111   5   4  4.90E-01 4.704E+04  5.0  3.0
   1613  2  2  120  111   5   5  2.12E+00 1.259E+05  5.0  3.0
   1614  2  2  120  111   5   6 -2.85E-01 1.048E+07  5.0  3.0
   1615  2  2  120  111   5   7 -4.02E-01 1.881E+05  5.0  3.0
   1616  2  2  120  111   5   8 -9.10E-02 1.124E+05  5.0  3.0
   1617  2  2  120  111   5   9 -3.68E-02 8.725E+04  5.0  3.0
   1618  2  2  120  111   6   1  2.23E-02 3.931E+03  5.0  3.0
   1619  2  2  120  111   6   2  5.12E-02 9.635E+03  5.0  3.0
   1620  2  2  120  111   6   3  1.01E-01 1.961E+04  5.0  3.0
   1621  2  2  120  111   6   4  2.08E-01 3.772E+04  5.0  3.0
   1622  2  2  120  111   6   5  5.21E-01 7.579E+04  5.0  3.0
   1623  2  2  120  111   6   6  2.24E+00 1.939E+05  5.0  3.0
   1624  2  2  120  111   6   7 -3.34E-01 1.558E+07  5.0  3.0
   1625  2  2  120  111   6   8 -5.09E-01 2.743E+05  5.0  3.0
   1626  2  2  120  111   6   9 -1.16E-01 1.611E+05  5.0  3.0
   1627  2  2  120  111   7   1  1.50E-02 3.876E+03  5.0  3.0
   1628  2  2  120  111   7   2  3.31E-02 9.312E+03  5.0  3.0
   1629  2  2  120  111   7   3  6.10E-02 1.832E+04  5.0  3.0
   1630  2  2  120  111   7   4  1.12E-01 3.321E+04  5.0  3.0
   1631  2  2  120  111   7   5  2.24E-01 5.954E+04  5.0  3.0
   1632  2  2  120  111   7   6  5.53E-01 1.142E+05  5.0  3.0
   1633  2  2  120  111   7   7  2.36E+00 2.828E+05  5.0  3.0
   1634  2  2  120  111   7   8 -3.82E-01 2.212E+07  5.0  3.0
   1635  2  2  120  111   7   9 -6.19E-01 3.834E+05  5.0  3.0
   1636  2  2  120  111   8   1  1.06E-02 3.838E+03  5.0  3.0
   1637  2  2  120  111   8   2  2.28E-02 9.094E+03  5.0  3.0
   1638  2  2  120  111   8   3  4.02E-02 1.749E+04  5.0  3.0
   1639  2  2  120  111   8   4  6.85E-02 3.059E+04  5.0  3.0
   1640  2  2  120  111   8   5  1.21E-01 5.162E+04  5.0  3.0
   1641  2  2  120  111   8   6  2.39E-01 8.824E+04  5.0  3.0
   1642  2  2  120  111   8   7  5.86E-01 1.636E+05  5.0  3.0
   1643  2  2  120  111   8   8  2.50E+00 3.952E+05  5.0  3.0
   1644  2  2  120  111   8   9 -4.29E-01 3.021E+07  5.0  3.0
   1645  2  2  311  300   1   1  1.62E+00 1.083E+04  9.0  3.0
   1646  2  2  311  300   1   2 -6.27E-01 7.076E+03  9.0  3.0
   1647  2  2  311  300   1   3 -9.53E-02 4.719E+03  9.0  3.0
   1648  2  2  311  300   1   4 -3.41E-02 4.125E+03  9.0  3.0
   1649  2  2  311  300   1   5 -1.65E-02 3.872E+03  9.0  3.0
   1650  2  2  311  300   1   6 -9.36E-03 3.737E+03  9.0  3.0
   1651  2  2  311  300   1   7 -5.86E-03 3.656E+03  9.0  3.0
   1652  2  2  311  300   1   8 -3.93E-03 3.603E+03  9.0  3.0
   1653  2  2  311  300   1   9 -2.77E-03 3.567E+03  9.0  3.0
   1654  2  2  311  300   2   1  1.92E-01 3.891E+03  9.0  3.0
   1655  2  2  311  300   2   2  2.68E+00 4.289E+04  9.0  3.0
   1656  2  2  311  300   2   3 -1.31E+00 2.115E+04  9.0  3.0
   1657  2  2  311  300   2   4 -2.03E-01 1.286E+04  9.0  3.0
   1658  2  2  311  300   2   5 -7.42E-02 1.068E+04  9.0  3.0
   1659  2  2  311  300   2   6 -3.67E-02 9.711E+03  9.0  3.0
   1660  2  2  311  300   2   7 -2.12E-02 9.182E+03  9.0  3.0
   1661  2  2  311  300   2   8 -1.35E-02 8.856E+03  9.0  3.0
   1662  2  2  311  300   2   9 -9.22E-03 8.640E+03  9.0  3.0
   1663  2  2  311  300   3   1  7.71E-02 3.190E+03  9.0  3.0
   1664  2  2  311  300   3   2  1.49E-01 1.253E+04  9.0  3.0
   1665  2  2  311  300   3   3  3.65E+00 1.086E+05  9.0  3.0
   1666  2  2  311  300   3   4 -2.01E+00 4.700E+04  9.0  3.0
   1667  2  2  311  300   3   5 -3.12E-01 2.691E+04  9.0  3.0
   1668  2  2  311  300   3   6 -1.15E-01 2.151E+04  9.0  3.0
   1669  2  2  311  300   3   7 -5.74E-02 1.908E+04  9.0  3.0
   1670  2  2  311  300   3   8 -3.35E-02 1.772E+04  9.0  3.0
   1671  2  2  311  300   3   9 -2.16E-02 1.688E+04  9.0  3.0
   1672  2  2  311  300   4   1  3.74E-02 2.947E+03  9.0  3.0
   1673  2  2  311  300   4   2  6.83E-02 9.467E+03  9.0  3.0
   1674  2  2  311  300   4   3  1.31E-01 2.855E+04  9.0  3.0
   1675  2  2  311  300   4   4  4.60E+00 2.200E+05  9.0  3.0
   1676  2  2  311  300   4   5 -2.72E+00 8.816E+04  9.0  3.0
   1677  2  2  311  300   4   6 -4.21E-01 4.839E+04  9.0  3.0
   1678  2  2  311  300   4   7 -1.55E-01 3.760E+04  9.0  3.0
   1679  2  2  311  300   4   8 -7.79E-02 3.268E+04  9.0  3.0
   1680  2  2  311  300   4   9 -4.58E-02 2.991E+04  9.0  3.0
   1681  2  2  311  300   5   1  2.09E-02 2.831E+03  9.0  3.0
   1682  2  2  311  300   5   2  3.58E-02 8.365E+03  9.0  3.0
   1683  2  2  311  300   5   3  6.44E-02 2.043E+04  9.0  3.0
   1684  2  2  311  300   5   4  1.23E-01 5.417E+04  9.0  3.0
   1685  2  2  311  300   5   5  5.54E+00 3.889E+05  9.0  3.0
   1686  2  2  311  300   5   6 -3.43E+00 1.482E+05  9.0  3.0
   1687  2  2  311  300   5   7 -5.29E-01 7.887E+04  9.0  3.0
   1688  2  2  311  300   5   8 -1.95E-01 5.993E+04  9.0  3.0
   1689  2  2  311  300   5   9 -9.81E-02 5.124E+04  9.0  3.0
   1690  2  2  311  300   6   1  1.29E-02 2.766E+03  9.0  3.0
   1691  2  2  311  300   6   2  2.11E-02 7.819E+03  9.0  3.0
   1692  2  2  311  300   6   3  3.51E-02 1.746E+04  9.0  3.0
   1693  2  2  311  300   6   4  6.28E-02 3.731E+04  9.0  3.0
   1694  2  2  311  300   6   5  1.19E-01 9.162E+04  9.0  3.0
   1695  2  2  311  300   6   6  6.46E+00 6.272E+05  9.0  3.0
   1696  2  2  311  300   6   7 -4.14E+00 2.306E+05  9.0  3.0
   1697  2  2  311  300   6   8 -6.37E-01 1.199E+05  9.0  3.0
   1698  2  2  311  300   6   9 -2.35E-01 8.949E+04  9.0  3.0
   1699  2  2  311  300   7   1  8.48E-03 2.725E+03  9.0  3.0
   1700  2  2  311  300   7   2  1.36E-02 7.503E+03  9.0  3.0
   1701  2  2  311  300   7   3  2.14E-02 1.595E+04  9.0  3.0
   1702  2  2  311  300   7   4  3.50E-02 3.106E+04  9.0  3.0
   1703  2  2  311  300   7   5  6.24E-02 6.132E+04  9.0  3.0
   1704  2  2  311  300   7   6  1.18E-01 1.431E+05  9.0  3.0
   1705  2  2  311  300   7   7  7.39E+00 9.472E+05  9.0  3.0
   1706  2  2  311  300   7   8 -4.85E+00 3.390E+05  9.0  3.0
   1707  2  2  311  300   7   9 -7.44E-01 1.729E+05  9.0  3.0
   1708  2  2  311  300   8   1  5.89E-03 2.698E+03  9.0  3.0
   1709  2  2  311  300   8   2  9.24E-03 7.301E+03  9.0  3.0
   1710  2  2  311  300   8   3  1.40E-02 1.507E+04  9.0  3.0
   1711  2  2  311  300   8   4  2.17E-02 2.787E+04  9.0  3.0
   1712  2  2  311  300   8   5  3.52E-02 5.002E+04  9.0  3.0
   1713  2  2  311  300   8   6  6.28E-02 9.370E+04  9.0  3.0
   1714  2  2  311  300   8   7  1.18E-01 2.109E+05  9.0  3.0
   1715  2  2  311  300   8   8  8.31E+00 1.360E+06  9.0  3.0
   1716  2  2  311  300   8   9 -5.56E+00 4.768E+05  9.0  3.0
   1717  2  2  311  300   9   1  4.26E-03 2.679E+03  9.0  3.0
   1718  2  2  311  300   9   2  6.59E-03 7.164E+03  9.0  3.0
   1719  2  2  311  300   9   3  9.77E-03 1.449E+04  9.0  3.0
   1720  2  2  311  300   9   4  1.45E-02 2.597E+04  9.0  3.0
   1721  2  2  311  300   9   5  2.21E-02 4.421E+04  9.0  3.0
   1722  2  2  311  300   9   6  3.58E-02 7.518E+04  9.0  3.0
   1723  2  2  311  300   9   7  6.37E-02 1.357E+05  9.0  3.0
   1724  2  2  311  300   9   8  1.20E-01 2.972E+05  9.0  3.0
   1725  2  2  311  300   9   9  9.23E+00 1.879E+06  9.0  3.0
   1726  2  2  311  300   1   1  1.62E+00 1.083E+04  9.0  3.0
   1727  2  2  311  300   1   2 -6.27E-01 7.076E+03  9.0  3.0
   1728  2  2  311  300   1   3 -9.53E-02 4.719E+03  9.0  3.0
   1729  2  2  311  300   1   4 -3.41E-02 4.125E+03  9.0  3.0
   1730  2  2  311  300   1   5 -1.65E-02 3.872E+03  9.0  3.0
   1731  2  2  311  300   1   6 -9.36E-03 3.737E+03  9.0  3.0
   1732  2  2  311  300   1   7 -5.86E-03 3.656E+03  9.0  3.0
   1733  2  2  311  300   1   8 -3.93E-03 3.603E+03  9.0  3.0
   1734  2  2  311  300   1   9 -2.77E-03 3.567E+03  9.0  3.0
   1735  2  2  311  300   2   1  1.92E-01 3.891E+03  9.0  3.0
   1736  2  2  311  300   2   2  2.68E+00 4.289E+04  9.0  3.0
   1737  2  2  311  300   2   3 -1.31E+00 2.115E+04  9.0  3.0
   1738  2  2  311  300   2   4 -2.03E-01 1.286E+04  9.0  3.0
   1739  2  2  311  300   2   5 -7.42E-02 1.068E+04  9.0  3.0
   1740  2  2  311  300   2   6 -3.67E-02 9.711E+03  9.0  3.0
   1741  2  2  311  300   2   7 -2.12E-02 9.182E+03  9.0  3.0
   1742  2  2  311  300   2   8 -1.35E-02 8.856E+03  9.0  3.0
   1743  2  2  311  300   2   9 -9.22E-03 8.640E+03  9.0  3.0
   1744  2  2  311  300   3   1  7.71E-02 3.190E+03  9.0  3.0
   1745  2  2  311  300   3   2  1.49E-01 1.253E+04  9.0  3.0
   1746  2  2  311  300   3   3  3.65E+00 1.086E+05  9.0  3.0
   1747  2  2  311  300   3   4 -2.01E+00 4.700E+04  9.0  3.0
   1748  2  2  311  300   3   5 -3.12E-01 2.691E+04  9.0  3.0
   1749  2  2  311  300   3   6 -1.15E-01 2.151E+04  9.0  3.0
   1750  2  2  311  300   3   7 -5.74E-02 1.908E+04  9.0  3.0
   1751  2  2  311  300   3   8 -3.35E-02 1.772E+04  9.0  3.0
   1752  2  2  311  300   3   9 -2.16E-02 1.688E+04  9.0  3.0
   1753  2  2  311  300   4   1  3.74E-02 2.947E+03  9.0  3.0
   1754  2  2  311  300   4   2  6.83E-02 9.467E+03  9.0  3.0
   1755  2  2  311  300   4   3  1.31E-01 2.855E+04  9.0  3.0
   1756  2  2  311  300   4   4  4.60E+00 2.200E+05  9.0  3.0
   1757  2  2  311  300   4   5 -2.72E+00 8.816E+04  9.0  3.0
   1758  2  2  311  300   4   6 -4.21E-01 4.839E+04  9.0  3.0
   1759  2  2  311  300   4   7 -1.55E-01 3.760E+04  9.0  3.0
   1760  2  2  311  300   4   8 -7.79E-02 3.268E+04  9.0  3.0
   1761  2  2  311  300   4   9 -4.58E-02 2.991E+04  9.0  3.0
   1762  2  2  311  300   5   1  2.09E-02 2.831E+03  9.0  3.0
   1763  2  2  311  300   5   2  3.58E-02 8.365E+03  9.0  3.0
   1764  2  2  311  300   5   3  6.44E-02 2.043E+04  9.0  3.0
   1765  2  2  311  300   5   4  1.23E-01 5.417E+04  9.0  3.0
   1766  2  2  311  300   5   5  5.54E+00 3.889E+05  9.0  3.0
   1767  2  2  311  300   5   6 -3.43E+00 1.482E+05  9.0  3.0
   1768  2  2  311  300   5   7 -5.29E-01 7.887E+04  9.0  3.0
   1769  2  2  311  300   5   8 -1.95E-01 5.993E+04  9.0  3.0
   1770  2  2  311  300   5   9 -9.81E-02 5.124E+04  9.0  3.0
   1771  2  2  311  300   6   1  1.29E-02 2.766E+03  9.0  3.0
   1772  2  2  311  300   6   2  2.11E-02 7.819E+03  9.0  3.0
   1773  2  2  311  300   6   3  3.51E-02 1.746E+04  9.0  3.0
   1774  2  2  311  300   6   4  6.28E-02 3.731E+04  9.0  3.0
   1775  2  2  311  300   6   5  1.19E-01 9.162E+04  9.0  3.0
   1776  2  2  311  300   6   6  6.46E+00 6.272E+05  9.0  3.0
   1777  2  2  311  300   6   7 -4.14E+00 2.306E+05  9.0  3.0
   1778  2  2  311  300   6   8 -6.37E-01 1.199E+05  9.0  3.0
   1779  2  2  311  300   6   9 -2.35E-01 8.949E+04  9.0  3.0
   1780  2  2  311  300   7   1  8.48E-03 2.725E+03  9.0  3.0
   1781  2  2  311  300   7   2  1.36E-02 7.503E+03  9.0  3.0
   1782  2  2  311  300   7   3  2.14E-02 1.595E+04  9.0  3.0
   1783  2  2  311  300   7   4  3.50E-02 3.106E+04  9.0  3.0
   1784  2  2  311  300   7   5  6.24E-02 6.132E+04  9.0  3.0
   1785  2  2  311  300   7   6  1.18E-01 1.431E+05  9.0  3.0
   1786  2  2  311  300   7   7  7.39E+00 9.472E+05  9.0  3.0
   1787  2  2  311  300   7   8 -4.85E+00 3.390E+05  9.0  3.0
   1788  2  2  311  300   7   9 -7.44E-01 1.729E+05  9.0  3.0
   1789  2  2  311  300   8   1  5.89E-03 2.698E+03  9.0  3.0
   1790  2  2  311  300   8   2  9.24E-03 7.301E+03  9.0  3.0
   1791  2  2  311  300   8   3  1.40E-02 1.507E+04  9.0  3.0
   1792  2  2  311  300   8   4  2.17E-02 2.787E+04  9.0  3.0
   1793  2  2  311  300   8   5  3.52E-02 5.002E+04  9.0  3.0
   1794  2  2  311  300   8   6  6.28E-02 9.370E+04  9.0  3.0
   1795  2  2  311  300   8   7  1.18E-01 2.109E+05  9.0  3.0
   1796  2  2  311  300   8   8  8.31E+00 1.360E+06  9.0  3.0
   1797  2  2  311  300   8   9 -5.56E+00 4.768E+05  9.0  3.0
   1798  2  2  311  300   9   1  4.26E-03 2.679E+03  9.0  3.0
   1799  2  2  311  300   9   2  6.59E-03 7.164E+03  9.0  3.0
   1800  2  2  311  300   9   3  9.77E-03 1.449E+04  9.0  3.0
   1801  2  2  311  300   9   4  1.45E-02 2.597E+04  9.0  3.0
   1802  2  2  311  300   9   5  2.21E-02 4.421E+04  9.0  3.0
   1803  2  2  311  300   9   6  3.58E-02 7.518E+04  9.0  3.0
   1804  2  2  311  300   9   7  6.37E-02 1.357E+05  9.0  3.0
   1805  2  2  311  300   9   8  1.20E-01 2.972E+05  9.0  3.0
   1806  2  2  311  300   9   9  9.23E+00 1.879E+06  9.0  3.0
   1807  2  2  320  311   1   1  5.50E+00 5.884E+03 15.0  9.0
   1808  2  2  320  311   1   2  9.99E-01 1.883E+05 15.0  9.0
   1809  2  2  320  311   1   3 -3.31E-01 1.954E+04 15.0  9.0
   1810  2  2  320  311   1   4 -6.18E-02 1.299E+04 15.0  9.0
   1811  2  2  320  311   1   5 -2.32E-02 1.100E+04 15.0  9.0
   1812  2  2  320  311   1   6 -1.15E-02 1.007E+04 15.0  9.0
   1813  2  2  320  311   1   7 -6.67E-03 9.555E+03 15.0  9.0
   1814  2  2  320  311   1   8 -4.25E-03 9.230E+03 15.0  9.0
   1815  2  2  320  311   1   9 -2.90E-03 9.012E+03 15.0  9.0
   1816  2  2  320  311   2   1  1.11E+00 4.477E+03 15.0  9.0
   1817  2  2  320  311   2   2  4.31E+00 1.702E+04 15.0  9.0
   1818  2  2  320  311   2   3  1.79E+00 4.445E+05 15.0  9.0
   1819  2  2  320  311   2   4 -7.90E-01 4.242E+04 15.0  9.0
   1820  2  2  320  311   2   5 -1.53E-01 2.667E+04 15.0  9.0
   1821  2  2  320  311   2   6 -5.83E-02 2.182E+04 15.0  9.0
   1822  2  2  320  311   2   7 -2.94E-02 1.952E+04 15.0  9.0
   1823  2  2  320  311   2   8 -1.72E-02 1.821E+04 15.0  9.0
   1824  2  2  320  311   2   9 -1.11E-02 1.738E+04 15.0  9.0
   1825  2  2  320  311   3   1  4.23E-01 4.031E+03 15.0  9.0
   1826  2  2  320  311   3   2  1.12E+00 1.198E+04 15.0  9.0
   1827  2  2  320  311   3   3  3.96E+00 3.707E+04 15.0  9.0
   1828  2  2  320  311   3   4  2.50E+00 8.681E+05 15.0  9.0
   1829  2  2  320  311   3   5 -1.32E+00 7.835E+04 15.0  9.0
   1830  2  2  320  311   3   6 -2.59E-01 4.738E+04 15.0  9.0
   1831  2  2  320  311   3   7 -1.00E-01 3.774E+04 15.0  9.0
   1832  2  2  320  311   3   8 -5.09E-02 3.313E+04 15.0  9.0
   1833  2  2  320  311   3   9 -3.00E-02 3.048E+04 15.0  9.0
   1834  2  2  320  311   4   1  2.11E-01 3.824E+03 15.0  9.0
   1835  2  2  320  311   4   2  4.78E-01 1.032E+04 15.0  9.0
   1836  2  2  320  311   4   3  1.12E+00 2.475E+04 15.0  9.0
